Hue mean,Yellow,Red,Green,Blue,Saturation,RedEQ,GreenEQ,BlueEQ,Biome name
13.244753643416772,94.19,0.0,0.8644953759549658,4.63,95.70273548865254,97.05612489410974,83.3558852212569,3.0383700787043564,field
10.726938657565167,94.38,0.0,1.1158021712907118,1.59,92.77111728311537,96.26411241504529,83.31621893443209,4.915725866952809,field
11.635598349081038,94.88,0.0,0.2513067953357459,2.7800000000000002,89.63087569488087,97.32980497510007,85.48178695448586,8.066097715861057,field
7.259790745476056,86.28,0.0,0.0,0.0,97.50986187481936,95.81087693305867,75.91387956235646,0.5060540063745527,field
7.694220147972065,93.92,0.0,0.0,0.0,98.2670822475881,96.08678439197254,76.26137031764715,0.8240996285299883,field
12.65482817466592,94.2,0.0,0.27141133896260555,4.61,93.55332531528062,95.85039492847602,77.55697921275329,3.5835261915912286,field
7.847535343732452,93.39,0.27502750275027504,0.0,0.0,98.77456746597318,98.04249405972679,79.83321382593071,0.36601390398159483,field
8.163870608953564,97.74000000000001,0.0,0.0,0.0,97.70014525845019,96.81082591891914,78.09869394643174,1.776796688748748,field
8.399840796453905,91.98,0.05500550055005501,0.06031363088057901,0.84,95.35262537793834,97.294669884629,78.37201578671274,2.3476419762628997,field
8.346191382290243,95.65,1.0451045104510452,0.11057498994772819,0.1,97.50910753038475,95.95881793772108,76.94191705521241,0.8960899409073204,field
7.766734091912786,96.44,0.05500550055005501,0.3116204262163249,0.0,98.1634541808833,93.49433204169364,71.17845252191916,0.5103734251171926,field
7.704906413394907,97.48,0.0,0.0,0.0,98.55731626880498,93.56029116859024,71.69951262103791,1.1213817290102774,field
7.521604248335724,94.8,0.7150715071507151,0.0,0.0,95.93686514254517,96.27675817357884,76.50042424149962,4.110419498917114,field
12.191393194593623,95.91,0.0,0.06031363088057901,2.9,96.00876359646911,97.35322836874745,83.75231337774862,2.3177091621691672,field
8.942877549573915,94.22,0.0,0.0,0.0,93.69344479400975,96.1985125426525,83.15180334910204,3.6295242122365345,field
9.103716748540181,97.22,0.0,0.010052271813429835,0.0,94.60370279395035,96.5608566351792,83.22421192593904,4.3836795688462304,field
13.382693702191231,94.88,0.05500550055005501,0.22114997989545637,4.13,82.92729958364903,95.72558991385796,85.26514800336577,14.077667695749236,field
9.273170385959558,96.11,0.0,0.0,0.0,90.91646719756798,98.11578197850076,87.49103694480401,7.248060429426003,field
9.328237365944618,99.91,0.0,0.0,0.0,87.70064972629083,96.74156165058763,84.5349597293304,10.704201657747445,field
11.036186093679293,93.76,0.08250825082508251,0.11057498994772819,2.43,87.222112475584,96.92542810562944,84.32090260753026,9.98960308330719,field
9.73769580127908,96.15,1.2376237623762376,0.21109770808202655,0.32,91.49349354351884,97.54427991386514,84.2785371355073,5.311748364304324,field
